IP ADDRESS	PORT	COUNTRY	PROTOCOLS	ANONYMITY	ORG & ASN	SPEED	UPTIME	RESPONSE	GOOGLE	LATENCY	UPDATED
7.109.255.57	25941	KP	Socks4	Anonymous(ANM)		Medium	0%	0ms	FALSE	96ms	0mins
95.25.203.219	58453	TK	Socks4	Anonymous(ANM)		Medium	54%	0ms	FALSE	95ms	0mins
37.215.137.206	17439	RU	Socks4	Elite(HIA)		Slow	100%	0ms	FALSE	33ms	0mins
66.243.102.66	10325	NP	Socks4	Elite(HIA)		Slow	8%	0ms	FALSE	91ms	0mins
229.37.98.4	63018	GM	Socks5	Anonymous(ANM)		Medium	6%	0ms	FALSE	80ms	0mins
134.215.159.9	37525	HN	Https	Elite(HIA)		Slow	68%	0ms	FALSE	36ms	0mins
88.54.250.254	4937	KW	Socks5	Elite(HIA)		Slow	7%	0ms	FALSE	79ms	0mins
1.1.235.252	64363	OM	Https	Transparent(NOA)		Fast	71%	0ms	FALSE	91ms	0mins
124.19.75.6	27472	IS	Socks4	Elite(HIA)		Slow	48%	0ms	FALSE	63ms	0mins
251.132.255.250	18087	JE	Socks4	Transparent(NOA)		Fast	6%	0ms	FALSE	29ms	0mins
5.156.255.160	55579	CK	Http	Transparent(NOA)		Fast	15%	0ms	FALSE	87ms	0mins
191.2.214.118	25797	GS	Socks4	Elite(HIA)		Slow	29%	0ms	FALSE	24ms	0mins
251.45.9.9	18231	GU	Socks5	Elite(HIA)		Slow	6%	0ms	FALSE	12ms	0mins
3.73.1.11	61935	BA	Socks5	Anonymous(ANM)		Medium	60%	0ms	FALSE	71ms	0mins
234.251.96.254	21533	GP	Socks5	Elite(HIA)		Slow	75%	0ms	FALSE	37ms	0mins
101.198.213.216	27267	BQ	Socks5	Transparent(NOA)		Fast	49%	0ms	FALSE	74ms	0mins
211.250.3.216	14476	US	Socks4	Anonymous(ANM)		Medium	43%	0ms	FALSE	33ms	0mins
254.191.251.253	32227	TZ	Http	Transparent(NOA)		Fast	71%	0ms	FALSE	63ms	0mins
10.252.182.225	40482	NO	Http	Elite(HIA)		Slow	35%	0ms	FALSE	26ms	0mins
23.207.228.3	5437	IM	Socks5	Elite(HIA)		Slow	56%	0ms	FALSE	48ms	0mins
200.167.2.250	49546	JP	Socks5	Transparent(NOA)		Fast	27%	0ms	FALSE	68ms	0mins
252.3.9.150	49675	AR	Socks5	Anonymous(ANM)		Medium	15%	0ms	FALSE	3ms	0mins
4.210.61.251	41393	IQ	Https	Anonymous(ANM)		Medium	44%	0ms	FALSE	73ms	0mins
253.241.80.9	62263	BA	Socks5	Transparent(NOA)		Fast	4%	0ms	FALSE	25ms	0mins
255.5.252.7	53347	DJ	Https	Anonymous(ANM)		Medium	95%	0ms	FALSE	46ms	0mins
251.37.254.255	3611	AU	Socks5	Anonymous(ANM)		Medium	0%	0ms	FALSE	72ms	0mins
117.236.2.76	3885	TK	Https	Anonymous(ANM)		Medium	11%	0ms	FALSE	97ms	0mins
157.4.255.228	38848	RO	Https	Anonymous(ANM)		Medium	35%	0ms	FALSE	70ms	0mins
33.187.166.215	28217	VU	Socks4	Transparent(NOA)		Fast	43%	0ms	FALSE	78ms	0mins
165.102.117.252	16022	SA	Socks4	Anonymous(ANM)		Medium	31%	0ms	FALSE	6ms	0mins
252.232.244.251	16526	GL	Socks4	Anonymous(ANM)		Medium	11%	0ms	FALSE	59ms	0mins
16.254.129.252	52111	MR	Https	Anonymous(ANM)		Medium	0%	0ms	FALSE	35ms	0mins
0.254.126.3	52065	SN	Http	Transparent(NOA)		Fast	25%	0ms	FALSE	35ms	0mins
254.252.147.254	47431	NG	Socks4	Anonymous(ANM)		Medium	11%	0ms	FALSE	41ms	0mins
37.167.20.42	10428	FK	Http	Transparent(NOA)		Fast	44%	0ms	FALSE	14ms	0mins
0.107.56.13	32016	HR	Socks5	Transparent(NOA)		Fast	23%	0ms	FALSE	56ms	0mins
47.97.231.255	1193	"ID"	Socks5	Transparent(NOA)		Fast	56%	0ms	FALSE	3ms	0mins
6.250.4.228	38948	VC	Https	Anonymous(ANM)		Medium	13%	0ms	FALSE	33ms	0mins
56.88.1.8	23274	TC	Socks4	Anonymous(ANM)		Medium	35%	0ms	FALSE	15ms	0mins
4.8.251.235	38845	MS	Http	Transparent(NOA)		Fast	98%	0ms	FALSE	77ms	0mins
245.108.251.252	59479	HU	Socks5	Transparent(NOA)		Fast	11%	0ms	FALSE	9ms	0mins
65.3.153.8	49523	KR	Socks5	Anonymous(ANM)		Medium	93%	0ms	FALSE	30ms	0mins
214.38.251.231	57499	BD	Socks4	Elite(HIA)		Slow	8%	0ms	FALSE	39ms	0mins
132.133.7.38	50914	MO	Https	Transparent(NOA)		Fast	3%	0ms	FALSE	80ms	0mins
234.236.254.252	54745	GT	Http	Transparent(NOA)		Fast	51%	0ms	FALSE	39ms	0mins
31.250.7.154	6990	JP	Socks5	Transparent(NOA)		Fast	1%	0ms	FALSE	41ms	0mins
217.6.249.234	27221	SA	Http	Anonymous(ANM)		Medium	31%	0ms	FALSE	54ms	0mins
188.252.99.239	14058	TC	Socks5	Anonymous(ANM)		Medium	12%	0ms	FALSE	74ms	0mins
122.215.160.4	33144	DZ	Socks4	Anonymous(ANM)		Medium	92%	0ms	FALSE	35ms	0mins
149.4.5.255	50084	AF	Https	Elite(HIA)		Slow	5%	0ms	FALSE	79ms	0mins
116.8.252.216	17888	HR	Https	Elite(HIA)		Slow	93%	0ms	FALSE	29ms	0mins
34.101.172.208	63237	XK	Socks4	Transparent(NOA)		Fast	94%	0ms	FALSE	92ms	0mins
7.84.255.253	4865	SI	Socks4	Elite(HIA)		Slow	23%	0ms	FALSE	61ms	0mins
255.9.73.158	55405	CF	Http	Transparent(NOA)		Fast	21%	0ms	FALSE	58ms	0mins
122.43.255.207	15878	TK	Http	Elite(HIA)		Slow	54%	0ms	FALSE	64ms	0mins
252.253.0.12	54406	SG	Socks5	Elite(HIA)		Slow	32%	0ms	FALSE	75ms	0mins
11.9.255.252	9184	UA	Socks4	Anonymous(ANM)		Medium	9%	0ms	FALSE	89ms	0mins
1.255.19.100	12341	MX	Socks5	Transparent(NOA)		Fast	5%	0ms	FALSE	94ms	0mins
73.212.166.38	42770	GM	Https	Anonymous(ANM)		Medium	75%	0ms	FALSE	80ms	0mins
251.8.3.52	59485	GD	Socks4	Transparent(NOA)		Fast	51%	0ms	FALSE	4ms	0mins
241.252.105.120	64891	AO	Https	Anonymous(ANM)		Medium	36%	0ms	FALSE	16ms	0mins
255.228.246.240	50535	RE	Socks4	Anonymous(ANM)		Medium	85%	0ms	FALSE	70ms	0mins
111.234.125.253	28781	BN	Https	Elite(HIA)		Slow	7%	0ms	FALSE	91ms	0mins
4.108.8.201	806	ST	Https	Anonymous(ANM)		Medium	17%	0ms	FALSE	93ms	0mins
253.5.252.56	50767	SN	Socks5	Elite(HIA)		Slow	50%	0ms	FALSE	76ms	0mins
241.216.0.146	44683	RU	Socks4	Transparent(NOA)		Fast	12%	0ms	FALSE	16ms	0mins
254.255.4.142	28909	GS	Https	Anonymous(ANM)		Medium	22%	0ms	FALSE	57ms	0mins
228.252.250.82	48692	PK	Socks4	Anonymous(ANM)		Medium	22%	0ms	FALSE	89ms	0mins
66.195.202.250	49106	LY	Socks4	Anonymous(ANM)		Medium	51%	0ms	FALSE	18ms	0mins
202.253.251.138	45840	JO	Https	Anonymous(ANM)		Medium	100%	0ms	FALSE	54ms	0mins
45.8.8.250	32585	MR	Socks4	Anonymous(ANM)		Medium	23%	0ms	FALSE	100ms	0mins
194.6.214.242	39213	GA	Https	Transparent(NOA)		Fast	38%	0ms	FALSE	59ms	0mins
250.228.197.2	20022	GG	Socks4	Anonymous(ANM)		Medium	15%	0ms	FALSE	11ms	0mins
131.112.254.170	54331	SN	Socks5	Transparent(NOA)		Fast	27%	0ms	FALSE	76ms	0mins
90.101.221.66	25195	YT	Socks4	Elite(HIA)		Slow	6%	0ms	FALSE	93ms	0mins
33.228.180.195	57812	MG	Https	Anonymous(ANM)		Medium	43%	0ms	FALSE	95ms	0mins
2.213.29.252	4810	BI	Https	Transparent(NOA)		Fast	11%	0ms	FALSE	79ms	0mins
124.5.67.95	3529	AR	Socks5	Anonymous(ANM)		Medium	52%	0ms	FALSE	8ms	0mins
237.213.88.7	60007	TH	Socks5	Elite(HIA)		Slow	17%	0ms	FALSE	34ms	0mins
75.109.250.175	17426	LI	Https	Anonymous(ANM)		Medium	26%	0ms	FALSE	62ms	0mins
255.251.9.1	38850	GB	Https	Anonymous(ANM)		Medium	65%	0ms	FALSE	67ms	0mins
86.8.238.218	5579	BJ	Https	Elite(HIA)		Slow	79%	0ms	FALSE	89ms	0mins
121.255.242.229	62168	PM	Https	Elite(HIA)		Slow	58%	0ms	FALSE	75ms	0mins
0.119.8.217	48968	MW	Https	Anonymous(ANM)		Medium	18%	0ms	FALSE	17ms	0mins
51.73.51.94	44255	SM	Socks4	Elite(HIA)		Slow	14%	0ms	FALSE	95ms	0mins
229.181.213.234	57787	BD	Https	Anonymous(ANM)		Medium	49%	0ms	FALSE	60ms	0mins
5.189.243.249	4251	VG	Https	Transparent(NOA)		Fast	47%	0ms	FALSE	69ms	0mins
228.97.215.255	37922	BS	Https	Transparent(NOA)		Fast	66%	0ms	FALSE	42ms	0mins
250.1.79.87	51397	GY	Socks4	Anonymous(ANM)		Medium	74%	0ms	FALSE	71ms	0mins
10.211.250.4	49326	GQ	Socks4	Transparent(NOA)		Fast	21%	0ms	FALSE	85ms	0mins
24.160.24.251	37784	SK	Socks4	Elite(HIA)		Slow	54%	0ms	FALSE	74ms	0mins
254.3.67.8	54028	MH	Https	Transparent(NOA)		Fast	22%	0ms	FALSE	13ms	0mins
31.144.152.213	19222	EG	Https	Anonymous(ANM)		Medium	67%	0ms	FALSE	87ms	0mins
9.4.0.2	23072	GN	Https	Transparent(NOA)		Fast	62%	0ms	FALSE	76ms	0mins
241.137.145.0	25512	MU	Socks4	Anonymous(ANM)		Medium	70%	0ms	FALSE	81ms	0mins
130.242.243.228	14023	BV	Http	Anonymous(ANM)		Medium	86%	0ms	FALSE	87ms	0mins
2.172.36.253	59559	TK	Socks4	Elite(HIA)		Slow	70%	0ms	FALSE	13ms	0mins
182.95.251.252	11137	CL	Socks5	Anonymous(ANM)		Medium	26%	0ms	FALSE	77ms	0mins
255.251.250.109	1601	AQ	Socks5	Anonymous(ANM)		Medium	54%	0ms	FALSE	20ms	0mins
254.205.25.27	59408	CO	Socks4	Transparent(NOA)		Fast	55%	0ms	FALSE	79ms	0mins
28.9.236.147	47173	BE	Https	Anonymous(ANM)		Medium	79%	0ms	FALSE	68ms	0mins
219.224.244.55	19389	WF	Socks5	Anonymous(ANM)		Medium	28%	0ms	FALSE	78ms	0mins
217.132.250.61	62362	ZR	Socks5	Elite(HIA)		Slow	88%	0ms	FALSE	8ms	0mins
9.68.126.226	57168	ST	Https	Anonymous(ANM)		Medium	20%	0ms	FALSE	90ms	0mins
2.145.8.203	39787	AN	Socks4	Transparent(NOA)		Fast	27%	0ms	FALSE	51ms	0mins
129.47.253.251	60154	CA	Https	Elite(HIA)		Slow	50%	0ms	FALSE	79ms	0mins
1.20.253.253	26932	CZ	Socks4	Anonymous(ANM)		Medium	79%	0ms	FALSE	93ms	0mins
251.239.173.168	55642	XK	Socks4	Anonymous(ANM)		Medium	7%	0ms	FALSE	72ms	0mins
117.245.8.212	9235	ER	Socks4	Elite(HIA)		Slow	22%	0ms	FALSE	29ms	0mins
244.4.253.83	47759	EG	Socks4	Transparent(NOA)		Fast	51%	0ms	FALSE	29ms	0mins
34.6.253.93	13326	OM	Https	Elite(HIA)		Slow	19%	0ms	FALSE	35ms	0mins
253.254.250.130	32705	NA	Http	Elite(HIA)		Slow	10%	0ms	FALSE	73ms	0mins
21.128.255.1	21685	KW	Https	Anonymous(ANM)		Medium	83%	0ms	FALSE	86ms	0mins
252.231.7.19	26622	BO	Socks5	Anonymous(ANM)		Medium	75%	0ms	FALSE	54ms	0mins
252.131.38.6	20303	UA	Https	Elite(HIA)		Slow	95%	0ms	FALSE	100ms	0mins
229.186.15.251	2865	RU	Socks4	Anonymous(ANM)		Medium	63%	0ms	FALSE	58ms	0mins
186.73.227.226	49220	DE	Https	Anonymous(ANM)		Medium	83%	0ms	FALSE	71ms	0mins
254.201.138.0	55227	TR	Http	Anonymous(ANM)		Medium	99%	0ms	FALSE	60ms	0mins
29.61.252.250	57519	AU	Https	Transparent(NOA)		Fast	21%	0ms	FALSE	10ms	0mins
60.250.251.255	35753	AW	Https	Elite(HIA)		Slow	89%	0ms	FALSE	43ms	0mins
5.31.250.254	12901	UZ	Socks5	Transparent(NOA)		Fast	48%	0ms	FALSE	67ms	0mins
136.251.250.213	30416	BO	Socks5	Elite(HIA)		Slow	4%	0ms	FALSE	39ms	0mins
110.18.251.4	29269	GN	Socks5	Transparent(NOA)		Fast	95%	0ms	FALSE	9ms	0mins
255.14.115.155	9115	BZ	Socks5	Elite(HIA)		Slow	43%	0ms	FALSE	5ms	0mins
167.180.58.79	542	TF	Http	Transparent(NOA)		Fast	0%	0ms	FALSE	77ms	0mins
4.30.3.106	20029	CI	Https	Anonymous(ANM)		Medium	73%	0ms	FALSE	44ms	0mins
54.234.91.8	42074	MN	Https	Transparent(NOA)		Fast	99%	0ms	FALSE	48ms	0mins
50.6.250.255	54937	GT	Socks5	Elite(HIA)		Slow	44%	0ms	FALSE	38ms	0mins
3.161.191.239	45200	SG	Https	Anonymous(ANM)		Medium	62%	0ms	FALSE	3ms	0mins
252.251.2.15	29618	AO	Https	Elite(HIA)		Slow	7%	0ms	FALSE	12ms	0mins
81.9.0.5	12943	SC	Socks4	Elite(HIA)		Slow	7%	0ms	FALSE	35ms	0mins
3.223.211.175	23724	TC	Socks5	Anonymous(ANM)		Medium	95%	0ms	FALSE	1ms	0mins
2.200.8.202	39949	LT	Socks4	Anonymous(ANM)		Medium	58%	0ms	FALSE	14ms	0mins
230.216.20.2	43212	GD	Socks4	Anonymous(ANM)		Medium	36%	0ms	FALSE	84ms	0mins
205.2.230.250	53176	AM	Socks5	Anonymous(ANM)		Medium	23%	0ms	FALSE	93ms	0mins
250.238.113.5	49023	CD	Https	Transparent(NOA)		Fast	46%	0ms	FALSE	27ms	0mins
177.165.254.6	58696	AT	Socks5	Anonymous(ANM)		Medium	40%	0ms	FALSE	49ms	0mins
253.134.230.68	2889	IS	Socks5	Anonymous(ANM)		Medium	58%	0ms	FALSE	60ms	0mins
9.161.241.32	48720	IL	Socks4	Anonymous(ANM)		Medium	83%	0ms	FALSE	71ms	0mins
115.254.2.255	33277	CS	Https	Anonymous(ANM)		Medium	72%	0ms	FALSE	54ms	0mins
163.64.253.255	34649	CD	Socks4	Anonymous(ANM)		Medium	30%	0ms	FALSE	9ms	0mins
253.147.3.252	12536	BF	Https	Anonymous(ANM)		Medium	55%	0ms	FALSE	58ms	0mins
252.4.253.238	20483	MM	Socks5	Anonymous(ANM)		Medium	24%	0ms	FALSE	76ms	0mins
253.254.140.230	30519	MV	Socks4	Anonymous(ANM)		Medium	24%	0ms	FALSE	56ms	0mins
196.76.6.0	1424	EE	Http	Anonymous(ANM)		Medium	68%	0ms	FALSE	82ms	0mins
152.9.252.206	6624	LT	Socks4	Anonymous(ANM)		Medium	57%	0ms	FALSE	68ms	0mins
8.100.252.34	448	CC	Socks4	Elite(HIA)		Slow	19%	0ms	FALSE	12ms	0mins
243.62.166.1	5013	MH	Socks4	Elite(HIA)		Slow	50%	0ms	FALSE	15ms	0mins
82.64.142.61	61802	EG	Socks5	Elite(HIA)		Slow	10%	0ms	FALSE	86ms	0mins
1.228.250.2	17980	CD	Socks4	Transparent(NOA)		Fast	21%	0ms	FALSE	42ms	0mins
8.5.8.209	1548	WF	Http	Transparent(NOA)		Fast	55%	0ms	FALSE	79ms	0mins
201.177.195.108	61685	ZM	Https	Elite(HIA)		Slow	90%	0ms	FALSE	88ms	0mins
230.149.4.123	28629	BF	Socks4	Anonymous(ANM)		Medium	22%	0ms	FALSE	2ms	0mins
68.4.205.4	40902	RU	Https	Anonymous(ANM)		Medium	14%	0ms	FALSE	40ms	0mins
142.225.250.9	4426	ZA	Https	Elite(HIA)		Slow	23%	0ms	FALSE	13ms	0mins
247.4.52.253	23567	GG	Socks5	Transparent(NOA)		Fast	97%	0ms	FALSE	30ms	0mins
148.35.242.222	7552	EG	Https	Anonymous(ANM)		Medium	72%	0ms	FALSE	79ms	0mins
210.46.9.62	4575	CV	Socks5	Transparent(NOA)		Fast	30%	0ms	FALSE	42ms	0mins
154.181.103.254	10944	KM	Http	Transparent(NOA)		Fast	7%	0ms	FALSE	33ms	0mins
202.243.22.80	19898	BI	Https	Transparent(NOA)		Fast	36%	0ms	FALSE	4ms	0mins
161.187.229.204	16866	TK	Socks4	Transparent(NOA)		Fast	63%	0ms	FALSE	83ms	0mins
241.174.238.4	44552	LI	Socks5	Transparent(NOA)		Fast	71%	0ms	FALSE	40ms	0mins
207.251.241.206	65059	FJ	Socks5	Transparent(NOA)		Fast	92%	0ms	FALSE	26ms	0mins
8.82.178.37	11021	UY	Socks5	Transparent(NOA)		Fast	95%	0ms	FALSE	41ms	0mins
3.73.255.221	35349	TV	Socks5	Elite(HIA)		Slow	71%	0ms	FALSE	85ms	0mins
251.3.252.25	64877	IM	Socks4	Anonymous(ANM)		Medium	94%	0ms	FALSE	57ms	0mins
0.241.255.252	28333	CK	Https	Anonymous(ANM)		Medium	93%	0ms	FALSE	44ms	0mins
236.42.249.216	7	LA	Http	Anonymous(ANM)		Medium	37%	0ms	FALSE	67ms	0mins
230.15.217.223	22101	MQ	Http	Transparent(NOA)		Fast	85%	0ms	FALSE	52ms	0mins
13.217.121.4	48198	GY	Socks4	Anonymous(ANM)		Medium	70%	0ms	FALSE	25ms	0mins
234.214.152.7	8843	IN	Socks5	Anonymous(ANM)		Medium	30%	0ms	FALSE	36ms	0mins
229.100.2.59	35080	NP	Https	Transparent(NOA)		Fast	52%	0ms	FALSE	82ms	0mins
23.108.168.71	9771	BW	Socks5	Elite(HIA)		Slow	24%	0ms	FALSE	7ms	0mins
208.5.239.243	42745	PW	Socks4	Anonymous(ANM)		Medium	86%	0ms	FALSE	78ms	0mins
224.45.250.191	50501	NU	Socks5	Elite(HIA)		Slow	80%	0ms	FALSE	2ms	0mins
38.132.184.64	31679	LR	Socks4	Anonymous(ANM)		Medium	91%	0ms	FALSE	88ms	0mins
214.201.4.1	64463	UZ	Https	Anonymous(ANM)		Medium	22%	0ms	FALSE	38ms	0mins
110.174.192.146	50286	RW	Socks5	Anonymous(ANM)		Medium	7%	0ms	FALSE	86ms	0mins
224.230.34.9	43442	QA	Http	Anonymous(ANM)		Medium	99%	0ms	FALSE	4ms	0mins
12.121.52.87	41749	WF	Socks5	Anonymous(ANM)		Medium	97%	0ms	FALSE	56ms	0mins
66.9.242.60	36176	MV	Socks5	Elite(HIA)		Slow	41%	0ms	FALSE	55ms	0mins
4.202.72.213	1694	VU	Http	Elite(HIA)		Slow	49%	0ms	FALSE	40ms	0mins
1.252.92.254	17477	AW	Socks4	Transparent(NOA)		Fast	3%	0ms	FALSE	14ms	0mins
212.252.6.255	6565	BH	Socks5	Anonymous(ANM)		Medium	22%	0ms	FALSE	14ms	0mins
41.139.11.69	32534	NE	Socks5	Transparent(NOA)		Fast	86%	0ms	FALSE	55ms	0mins
3.6.116.255	6441	MP	Http	Transparent(NOA)		Fast	71%	0ms	FALSE	62ms	0mins
5.201.112.29	13792	FK	Socks4	Anonymous(ANM)		Medium	83%	0ms	FALSE	36ms	0mins
160.216.110.132	44498	AN	Http	Elite(HIA)		Slow	5%	0ms	FALSE	13ms	0mins
13.97.1.251	44408	MQ	Socks5	Anonymous(ANM)		Medium	19%	0ms	FALSE	71ms	0mins
250.241.252.0	3527	SM	Https	Anonymous(ANM)		Medium	36%	0ms	FALSE	18ms	0mins
178.217.71.229	39276	AR	Https	Elite(HIA)		Slow	23%	0ms	FALSE	33ms	0mins
254.55.254.36	49643	DO	Http	Anonymous(ANM)		Medium	71%	0ms	FALSE	12ms	0mins
251.152.0.253	54705	SA	Http	Elite(HIA)		Slow	89%	0ms	FALSE	33ms	0mins
31.8.240.196	38355	SM	Https	Anonymous(ANM)		Medium	4%	0ms	FALSE	29ms	0mins
169.139.160.51	36354	HM	Socks5	Transparent(NOA)		Fast	93%	0ms	FALSE	47ms	0mins
254.226.219.252	19616	BY	Socks5	Transparent(NOA)		Fast	39%	0ms	FALSE	87ms	0mins
1.115.203.205	59783	AW	Https	Anonymous(ANM)		Medium	25%	0ms	FALSE	36ms	0mins
246.230.9.39	14239	DM	Socks4	Elite(HIA)		Slow	49%	0ms	FALSE	81ms	0mins
254.8.7.131	42524	MF	Https	Anonymous(ANM)		Medium	66%	0ms	FALSE	55ms	0mins
250.126.157.154	46570	PG	Http	Anonymous(ANM)		Medium	81%	0ms	FALSE	27ms	0mins
149.3.48.219	24772	PW	Https	Anonymous(ANM)		Medium	100%	0ms	FALSE	86ms	0mins
131.253.253.230	7567	AU	Socks4	Elite(HIA)		Slow	58%	0ms	FALSE	14ms	0mins
250.63.252.142	35251	OM	Https	Transparent(NOA)		Fast	81%	0ms	FALSE	17ms	0mins
224.3.26.252	27691	BL	Http	Transparent(NOA)		Fast	55%	0ms	FALSE	39ms	0mins
147.234.17.240	27350	VA	Socks5	Elite(HIA)		Slow	16%	0ms	FALSE	80ms	0mins
253.250.250.3	57688	IE	Socks4	Transparent(NOA)		Fast	16%	0ms	FALSE	18ms	0mins
232.237.58.215	46883	UA	Socks5	Elite(HIA)		Slow	14%	0ms	FALSE	27ms	0mins
93.22.24.253	56525	NI	Socks4	Anonymous(ANM)		Medium	99%	0ms	FALSE	24ms	0mins
162.98.138.1	35942	TG	Socks5	Anonymous(ANM)		Medium	56%	0ms	FALSE	96ms	0mins
9.161.51.11	4019	RE	Https	Transparent(NOA)		Fast	67%	0ms	FALSE	54ms	0mins
162.251.253.17	64929	IL	Socks4	Anonymous(ANM)		Medium	19%	0ms	FALSE	27ms	0mins
5.242.254.6	49449	SK	Socks4	Transparent(NOA)		Fast	51%	0ms	FALSE	70ms	0mins
206.149.253.5	63587	DO	Socks5	Anonymous(ANM)		Medium	69%	0ms	FALSE	61ms	0mins
251.17.251.255	10433	TH	Http	Anonymous(ANM)		Medium	6%	0ms	FALSE	66ms	0mins
3.108.122.253	21492	GP	Socks4	Transparent(NOA)		Fast	92%	0ms	FALSE	70ms	0mins
252.3.191.217	32363	KR	Socks5	Transparent(NOA)		Fast	23%	0ms	FALSE	83ms	0mins
250.2.152.253	28526	AI	Http	Anonymous(ANM)		Medium	20%	0ms	FALSE	13ms	0mins
252.251.178.224	45399	AF	Socks4	Elite(HIA)		Slow	38%	0ms	FALSE	1ms	0mins
160.255.221.158	60597	BA	Https	Transparent(NOA)		Fast	14%	0ms	FALSE	59ms	0mins
182.14.2.243	61377	BI	Https	Transparent(NOA)		Fast	98%	0ms	FALSE	4ms	0mins
0.83.143.252	62605	MO	Socks4	Anonymous(ANM)		Medium	55%	0ms	FALSE	30ms	0mins
144.53.251.4	46205	KM	Socks5	Transparent(NOA)		Fast	62%	0ms	FALSE	36ms	0mins
198.7.220.203	64727	TJ	Socks4	Anonymous(ANM)		Medium	99%	0ms	FALSE	14ms	0mins
122.219.145.1	32415	MM	Socks5	Anonymous(ANM)		Medium	71%	0ms	FALSE	9ms	0mins
252.208.8.5	53857	CX	Socks4	Elite(HIA)		Slow	82%	0ms	FALSE	21ms	0mins
5.224.233.55	35604	GA	Https	Elite(HIA)		Slow	80%	0ms	FALSE	34ms	0mins
239.214.250.207	32468	NF	Socks4	Anonymous(ANM)		Medium	1%	0ms	FALSE	63ms	0mins
96.255.65.167	5020	GM	Socks4	Transparent(NOA)		Fast	30%	0ms	FALSE	31ms	0mins
223.252.12.191	533	NC	Http	Anonymous(ANM)		Medium	66%	0ms	FALSE	83ms	0mins
242.218.251.252	47972	EE	Http	Anonymous(ANM)		Medium	32%	0ms	FALSE	96ms	0mins
210.152.51.224	3037	EC	Socks4	Anonymous(ANM)		Medium	5%	0ms	FALSE	74ms	0mins
21.241.39.211	56403	LK	Socks4	Elite(HIA)		Slow	88%	0ms	FALSE	60ms	0mins
175.183.81.248	55808	FI	Socks5	Anonymous(ANM)		Medium	89%	0ms	FALSE	29ms	0mins
255.13.6.126	36521	HT	Http	Anonymous(ANM)		Medium	31%	0ms	FALSE	50ms	0mins
30.253.170.231	44824	NL	Socks4	Elite(HIA)		Slow	76%	0ms	FALSE	51ms	0mins
6.3.8.251	52848	ZA	Socks5	Anonymous(ANM)		Medium	75%	0ms	FALSE	43ms	0mins
0.240.2.253	55766	MA	Https	Anonymous(ANM)		Medium	55%	0ms	FALSE	74ms	0mins
0.255.183.1	57719	NC	Socks4	Transparent(NOA)		Fast	3%	0ms	FALSE	13ms	0mins
139.251.4.66	9522	AN	Http	Elite(HIA)		Slow	69%	0ms	FALSE	29ms	0mins
254.230.178.127	28768	SK	Https	Transparent(NOA)		Fast	47%	0ms	FALSE	26ms	0mins
254.140.222.239	12623	PN	Socks5	Transparent(NOA)		Fast	14%	0ms	FALSE	50ms	0mins
255.223.69.209	17181	CY	Socks4	Transparent(NOA)		Fast	5%	0ms	FALSE	72ms	0mins
216.2.148.2	35114	AF	Socks4	Anonymous(ANM)		Medium	96%	0ms	FALSE	18ms	0mins
254.3.1.1	56046	CU	Https	Anonymous(ANM)		Medium	37%	0ms	FALSE	23ms	0mins
245.195.238.223	36271	AR	Https	Elite(HIA)		Slow	73%	0ms	FALSE	34ms	0mins
232.251.127.9	2550	BL	Socks5	Anonymous(ANM)		Medium	44%	0ms	FALSE	23ms	0mins
0.253.49.8	30683	BV	Socks4	Elite(HIA)		Slow	54%	0ms	FALSE	43ms	0mins
184.253.254.228	2234	TN	Socks4	Elite(HIA)		Slow	40%	0ms	FALSE	36ms	0mins
247.213.255.2	59871	SJ	Https	Transparent(NOA)		Fast	20%	0ms	FALSE	28ms	0mins
88.81.250.247	35905	CF	Https	Elite(HIA)		Slow	48%	0ms	FALSE	29ms	0mins
244.219.17.2	52276	FO	Socks4	Elite(HIA)		Slow	5%	0ms	FALSE	100ms	0mins
253.8.250.203	7766	CD	Socks5	Transparent(NOA)		Fast	62%	0ms	FALSE	84ms	0mins
5.4.5.227	16304	GA	Https	Elite(HIA)		Slow	9%	0ms	FALSE	54ms	0mins
6.8.251.166	61462	GM	Https	Elite(HIA)		Slow	78%	0ms	FALSE	71ms	0mins
251.40.3.5	52396	SA	Socks4	Elite(HIA)		Slow	59%	0ms	FALSE	1ms	0mins
108.247.44.254	29685	SS	Https	Transparent(NOA)		Fast	37%	0ms	FALSE	69ms	0mins
103.8.6.78	49077	IT	Socks5	Anonymous(ANM)		Medium	49%	0ms	FALSE	48ms	0mins
250.252.255.252	15337	CH	Socks4	Anonymous(ANM)		Medium	22%	0ms	FALSE	67ms	0mins
4.217.252.128	14839	PE	Socks4	Elite(HIA)		Slow	44%	0ms	FALSE	97ms	0mins
235.121.79.239	13575	LV	Https	Transparent(NOA)		Fast	98%	0ms	FALSE	78ms	0mins
102.253.231.0	56136	LV	Socks5	Anonymous(ANM)		Medium	4%	0ms	FALSE	3ms	0mins
84.49.84.2	59535	BY	Socks5	Elite(HIA)		Slow	19%	0ms	FALSE	67ms	0mins
253.153.167.214	53753	AZ	Socks5	Transparent(NOA)		Fast	52%	0ms	FALSE	36ms	0mins
62.44.214.59	33664	UA	Https	Elite(HIA)		Slow	70%	0ms	FALSE	60ms	0mins
251.76.180.255	61476	TN	Http	Transparent(NOA)		Fast	68%	0ms	FALSE	82ms	0mins
